player_id,yellow_cards,red_cards,goals,assists,minutes_played,market_value_in_eur,current_club_id,last_season,log_market_value_in_eur
92571,39.0,2.0,10.0,34.0,27252.0,12000000.0,379.0,2023.0,16.300417207752275
6750,31.0,2.0,2.0,7.0,7189.0,5000000.0,410.0,2015.0,15.424948470398375
370130,,,,,,100000.0,1435.0,2016.0,11.512925464970229
94295,10.0,0.0,8.0,12.0,12270.0,500000.0,1063.0,2022.0,13.122363377404328
276507,0.0,0.0,0.0,0.0,22.0,100000.0,968.0,2014.0,11.512925464970229
49000,12.0,1.0,0.0,1.0,3403.0,750000.0,6994.0,2014.0,13.527828485512494
189039,0.0,0.0,0.0,0.0,180.0,250000.0,1039.0,2014.0,12.429216196844383
531031,,,,,,300000.0,2553.0,2017.0,12.611537753638338
17313,7.0,0.0,2.0,1.0,10999.0,600000.0,235.0,2019.0,13.304684934198283
77757,16.0,0.0,0.0,0.0,15580.0,3000000.0,1031.0,2023.0,14.914122846632385
239647,0.0,0.0,2.0,0.0,720.0,4000000.0,1158.0,2023.0,15.201804919084164
179043,10.0,0.0,0.0,4.0,1231.0,500000.0,2457.0,2020.0,13.122363377404328
711996,14.0,2.0,1.0,1.0,6360.0,10000000.0,273.0,2023.0,16.11809565095832
842444,0.0,0.0,0.0,0.0,17.0,100000.0,3325.0,2022.0,11.512925464970229
484454,,,,,,25000.0,7378.0,2017.0,10.126631103850338
495922,1.0,0.0,1.0,0.0,317.0,150000.0,6992.0,2022.0,11.918390573078392
87381,31.0,0.0,30.0,52.0,20257.0,1250000.0,3060.0,2020.0,14.038654109278484
59248,52.0,3.0,5.0,15.0,18304.0,5000000.0,2431.0,2023.0,15.424948470398375
341394,,,,,,600000.0,1095.0,2021.0,13.304684934198283
128362,8.0,1.0,0.0,0.0,1557.0,350000.0,605.0,2013.0,12.765688433465597
37227,25.0,0.0,2.0,6.0,10123.0,600000.0,1177.0,2019.0,13.304684934198283
129990,27.0,0.0,31.0,10.0,8646.0,4000000.0,1095.0,2021.0,15.201804919084164
121477,61.0,1.0,24.0,10.0,26673.0,8000000.0,543.0,2023.0,15.89495209964411
192736,6.0,0.0,8.0,3.0,3591.0,3000000.0,1244.0,2019.0,14.914122846632385
567444,,,,,,350000.0,1038.0,2017.0,12.765688433465597
281909,0.0,0.0,2.0,1.0,1378.0,200000.0,22110.0,2017.0,12.206072645530174
562049,8.0,0.0,4.0,2.0,3377.0,15000000.0,12.0,2023.0,16.523560759066484
130531,,,,,,600000.0,273.0,2019.0,13.304684934198283
184528,13.0,2.0,3.0,4.0,10566.0,5000000.0,762.0,2023.0,15.424948470398375
182395,25.0,2.0,7.0,3.0,14513.0,5000000.0,2293.0,2021.0,15.424948470398375
95152,56.0,3.0,11.0,3.0,14471.0,2000000.0,3209.0,2023.0,14.508657738524219
821534,0.0,0.0,0.0,0.0,95.0,10000.0,18105.0,2022.0,9.210340371976184
112962,0.0,0.0,0.0,0.0,592.0,750000.0,1025.0,2012.0,13.527828485512494
399340,8.0,0.0,3.0,3.0,3691.0,500000.0,2999.0,2020.0,13.122363377404328
39087,5.0,0.0,0.0,0.0,1731.0,7000000.0,13.0,2012.0,15.761420707019587
66106,47.0,1.0,55.0,57.0,26607.0,25000000.0,150.0,2022.0,17.034386382832476
652634,0.0,0.0,0.0,0.0,90.0,50000.0,1519.0,2022.0,10.819778284410283
251098,2.0,0.0,1.0,1.0,386.0,500000.0,19789.0,2021.0,13.122363377404328
277118,13.0,0.0,5.0,12.0,8150.0,5000000.0,605.0,2023.0,15.424948470398375
139606,14.0,0.0,4.0,0.0,5120.0,1300000.0,2425.0,2016.0,14.077874822431765
